Ref,FCF number,Scientific name,Common name,Short name,Other names,Latitude,Longitude,Notes,Year planted,Est. year planted,Est. age,Year died,Tag,Cemetery section,Form,Condition,Height,Described,Social media,Tree tag,Water point,Map link,Photo link,Short URL,Wikipedia
4792.2173,,Tilia x europaea,Common lime,Lime,Linden,51.4792618,-0.2173858,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4792618+-0.2173858,,,
4792.2173,,Tilia x europaea,Common lime,Lime,Linden,51.4792981,-0.2173945,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4792981+-0.2173945,,,
4793.2174,,Tilia x europaea,Common lime,Lime,Linden,51.4793424,-0.2174005,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4793424+-0.2174005,,,
4793.2174,,Tilia x europaea,Common lime,Lime,Linden,51.4793883,-0.2174166,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4793883+-0.2174166,,,
4794.2174,,Tilia x europaea,Common lime,Lime,Linden,51.4794267,-0.2174287,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4794267+-0.2174287,,,
4794.2174,,Tilia x europaea,Common lime,Lime,Linden,51.4794631,-0.2174347,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4794631+-0.2174347,,,
4794.2174,,Tilia x europaea,Common lime,Lime,Linden,51.4794998,-0.2174454,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4794998+-0.2174454,,,
4795.2174,,Tilia x europaea,Common lime,Lime,Linden,51.4795378,-0.2174522,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4795378+-0.2174522,,,
4795.2174,,Tilia x europaea,Common lime,Lime,Linden,51.4795758,-0.2174649,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4795758+-0.2174649,,,
4796.2174,,Tilia x europaea,Common lime,Lime,Linden,51.4796192,-0.217483,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4796192+-0.217483,,,
4796.2174,,Tilia x europaea,Common lime,Lime,Linden,51.4796593,-0.2174877,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4796593+-0.2174877,,,
4797.2174,,Tilia x europaea,Common lime,Lime,Linden,51.4797024,-0.2174978,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4797024+-0.2174978,,,
4797.2175,,Tilia x europaea,Common lime,Lime,Linden,51.4797424,-0.2175065,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4797424+-0.2175065,,,
4797.2175,,Tilia x europaea,Common lime,Lime,Linden,51.4797784,-0.2175206,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4797784+-0.2175206,,,
4798.2175,,Tilia x europaea,Common lime,Lime,Linden,51.4798155,-0.2175252,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4798155+-0.2175252,,,
4798.2175,,Tilia x europaea,Common lime,Lime,Linden,51.4798573,-0.2175353,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4798573+-0.2175353,,,
4799.2175,,Tilia x europaea,Common lime,Lime,Linden,51.4799003,-0.2175534,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4799003+-0.2175534,,,
4799.2175,,Tilia x europaea,Common lime,Lime,Linden,51.4799462,-0.2175608,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4799462+-0.2175608,,,
4800.2175,,Tilia x europaea,Common lime,Lime,Linden,51.480003,-0.2175688,,,,,,Native,9A,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.480003+-0.2175688,,,
4800.2175,,Tilia x europaea,Common lime,Lime,Linden,51.4800594,-0.2175809,,,,,,Native,9,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4800594+-0.2175809,,,
4801.2175,,Tilia x europaea,Common lime,Lime,Linden,51.4801137,-0.2175923,,,,,,Native,9,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4801137+-0.2175923,,,
4801.2176,,Tilia x europaea,Common lime,Lime,Linden,51.4801705,-0.217603,,,,,,Native,9,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4801705+-0.217603,,,
4802.2176,,Tilia x europaea,Common lime,Lime,Linden,51.4802315,-0.2176097,,,,,,Native,9,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4802315+-0.2176097,,,
4802.2176,,Tilia x europaea,Common lime,Lime,Linden,51.4802729,-0.2176241,,,,,,Native,9,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4802729+-0.2176241,,,
4803.2176,,Tilia x europaea,Common lime,Lime,Linden,51.480316,-0.2176254,,,,,,Native,9,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.480316+-0.2176254,,,
4804.2176,,Tilia x europaea,Common lime,Lime,Linden,51.4804646,-0.2176657,,,,,,Native,9,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4804646+-0.2176657,,,
4804.2176,,Tilia x europaea,Common lime,Lime,Linden,51.4804978,-0.2176241,,,,,,Native,9,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4804978+-0.2176241,,,
4805.2175,,Tilia x europaea,Common lime,Lime,Linden,51.4805663,-0.2175712,,,,,,Native,4,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4805663+-0.2175712,,,
4804.2176,,Tilia x europaea,Common lime,Lime,Linden,51.4804055,-0.2176543,,,,,,Native,9,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4804055+-0.2176543,,,
4806.2176,,Tilia x europaea,Common lime,Lime,Linden,51.480646,-0.2176125,,,,,,Native,5,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.480646+-0.2176125,,,
4806.2176,,Tilia x europaea,Common lime,Lime,Linden,51.4806853,-0.2176628,,,,,,Native,5,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4806853+-0.2176628,,,
4807.2177,,Tilia x europaea,Common lime,Lime,Linden,51.4807074,-0.2177138,,,,,,Native,5,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4807074+-0.2177138,,,
4805.2176,,Tilia x europaea,Common lime,Lime,Linden,51.4805442,-0.2176046,,,,,,Native,9,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4805442+-0.2176046,,,
4807.2177,,Tilia x europaea,Common lime,Lime,Linden,51.4807738,-0.217728,,,,,,Native,5,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4807738+-0.217728,,,
4808.2177,,Tilia x europaea,Common lime,Lime,Linden,51.4808298,-0.2177341,,,,,,Native,5,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4808298+-0.2177341,,,
4808.2177,,Tilia x europaea,Common lime,Lime,Linden,51.4808774,-0.2177401,,,,,,Native,5,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4808774+-0.2177401,,,
4809.2177,,Tilia x europaea,Common lime,Lime,Linden,51.480925,-0.2177535,,,,,,Native,5,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.480925+-0.2177535,,,
4809.2177,,Tilia x europaea,Common lime,Lime,Linden,51.4809897,-0.2177629,,,,,,Native,5,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4809897+-0.2177629,,,
4810.2177,,Tilia x europaea,Common lime,Lime,Linden,51.4810403,-0.2177837,,,,,,Native,"5, 5A",,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4810403+-0.2177837,,,
4810.2177,,Tilia x europaea,Common lime,Lime,Linden,51.4810804,-0.2177978,,,,,,Native,"5, 5A",,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4810804+-0.2177978,,,
4811.2178,,Tilia x europaea,Common lime,Lime,Linden,51.4811305,-0.2178212,,,,,,Native,"5, 5A",,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4811305+-0.2178212,,,
4811.2178,,Tilia x europaea,Common lime,Lime,Linden,51.4811756,-0.2178434,,,,,,Native,5,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4811756+-0.2178434,,,
4812.2178,,Tilia x europaea,Common lime,Lime,Linden,51.4812221,-0.2178671,,,,,,Native,5,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4812221+-0.2178671,,,
4812.2178,,Tilia x europaea,Common lime,Lime,Linden,51.4812638,-0.2178892,,,,,,Native,5,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4812638+-0.2178892,,,
4813.2179,,Tilia x europaea,Common lime,Lime,Linden,51.4813181,-0.217914,,,,,,Native,5,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4813181+-0.217914,,,
4813.2179,,Tilia x europaea,Common lime,Lime,Linden,51.4813678,-0.2179348,,,,,,Native,5,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4813678+-0.2179348,,,
4799.2165,,Tilia x europaea,Common lime,Lime,Linden,51.4799367,-0.2165732,,,,,,Native,7B,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4799367+-0.2165732,,,
4807.2172,,Viburnum plicatum,Japanese snowball bushes,Viburnum,,51.480704,-0.2172402,,,,,,,4,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.480704+-0.2172402,,,
4804.2171,,x Hesperotropsis leylandii,Leyland cypress,Cypress,,51.4804834,-0.2171925,,,,,,,8,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4804834+-0.2171925,,,
4804.2171,,x Hesperotropsis leylandii,Leyland cypress,Cypress,,51.4804851,-0.217104,,,,,,,8,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4804851+-0.217104,,,
4799.2152,,x Hesperotropsis leylandii,Leyland cypress,Cypress,,51.4799952,-0.2152256,Leylandii,,,,,,13,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4799952+-0.2152256,,,
4795.2151,,x Hesperotropsis leylandii,Leyland cypress,Cypress,,51.4795199,-0.2151413,,,,,,,13,,,,,,,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4795199+-0.2151413,,,
4814.2171,zelkova-1,Zelkova serrata,Japanese elm,Zelkova,Keyaki,51.481453,-0.2171255,"With plaque ""In memory of Spider Baker""",,1985,,,"Highlight, Tree Register",4,,,,Yes,Instagram,Done,,http://maps.google.com/maps?z=12&t=k&q=loc:51.481453+-0.2171255,https://mymaps.usercontent.google.com/hostedimage/m/*/3AL_Y2X6V4WELvmXrc2OKsCjy3jsRTK-a5Bnw0xyvtwP84OIN_LYv-q5zYEygudfxOEYsK3fCJCA6EUg5vDkS3G9wPFvpaoQPSF-0ULbaSAX0udNrXuNMPzq2gQoR36_obLz2tztdOCIci-8CaWFP7A3CGYmwRZZVMabHMZHrJyxthJyvzVq_iHMneDgFXLsDBtM17k_J5MYN2cj0euiJaorAAYvb2ZpCAlQ3ewiVb4UYuljd9K_uWLhE0Eb6qHY?authuser=0&fife=s16383,,
4810.2161,,Zelkova serrata,Japanese elm,Zelkova,Keyaki,51.4810764,-0.2161052,,,1985,41,,"Highlight, Tree Register","2, 2B",,,,Yes,Instagram,Done,,http://maps.google.com/maps?z=12&t=k&q=loc:51.4810764+-0.2161052,https://photos.google.com/share/AF1QipOSzoEvCUsDlqUn1c3Fh1H5zWfNqjPGSVLRh4KNn9Y-rbeTTtCqcZL3jPcCU5Wglw/photo/AF1QipN3LgMlxo3aJ4-oSoL0x7_ronkkJQQHkd2kbSjq?key=Y2Y3NzBtRUVNS3FxZVpGSFFpY2FUbmdPektNOWNB,zelkova-1.fulhamcemeteryfriends.org.uk,https://en.wikipedia.org/wiki/Zelkova_serrata
